district,state,work_sector,area_type,distance_from_city,gdp_per_capita,literacy_rate_male,literacy_rate_female,avg_upi_txn_volume,gender,predicted_income
Tirunelveli,Tamil Nadu,LifeStyle,Rural,101.5,98.71,75.97,86.28,60.65,Male,37449.23
Chengalpattu,Tamil Nadu,IT and Security,Rural,56.8,83.84,92.88,93.94,63.09,Female,17912.36
Rewari,Haryana,Services,Urban,82.6,71.17,77.7,78.53,39.85,Male,41024.71
Angul,Odisha,Food,Rural,125.2,72.69,94.23,75.68,56.3,Female,32387.27
Unakoti,Tripura,LifeStyle,Rural,158.6,99.82,72.08,63.96,48.18,Female,33042.69
Bhopal,Madhya Pradesh,LifeStyle,Rural,131.2,75.44,93.52,73.51,34.91,Female,39625.77
Surendranagar,Gujarat,Food,Urban,62.0,118.11,80.46,83.77,72.07,Female,64192.65
Puducherry,Puducherry,Medical,Rural,8.1,98.68,90.18,72.82,51.18,Female,35651.15
Krishnagiri,Tamil Nadu,Manufacturing,Urban,63.3,52.66,98.3,70.53,43.86,Female,39092.69
Nabarangpur,Odisha,Food,Urban,7.1,51.83,83.13,85.48,56.89,Male,18005.89
Noklak,Nagaland,Agriculture,Urban,9.7,110.57,96.51,94.69,61.01,Male,20134.9
Bageshwar,Uttarakhand,Manufacturing,Rural,156.8,86.8,87.97,86.6,54.41,Female,56402.76
Hisar,Haryana,Food,Rural,177.2,72.24,96.22,93.85,58.67,Male,14930.17
Mansa,Punjab,Food,Rural,45.7,81.22,95.95,93.49,52.29,Male,45831.1
Agra,Uttar Pradesh,Manufacturing,Rural,187.4,88.75,93.55,70.68,71.53,Male,13300.64
North Goa,Goa,Construction,Rural,139.4,79.72,95.07,73.88,56.39,Female,30970.38
Nagarkurnool,Telangana,Agriculture,Urban,102.7,59.65,71.71,71.76,47.32,Female,31299.81
Sonbhadra,Uttar Pradesh,Manufacturing,Rural,98.3,72.25,87.76,78.94,37.14,Female,32935.43
Kalaburagi,Karnataka,Construction,Rural,149.9,92.52,89.3,74.3,37.37,Female,27267.76
Nagaur,Rajasthan,Manufacturing,Rural,35.6,89.75,70.16,93.78,62.94,Male,51463.3
Shravasti,Uttar Pradesh,Medical,Rural,196.7,72.31,80.64,86.63,42.5,Male,43300.3
Sukma,Chhattisgarh,Construction,Urban,106.9,82.73,96.16,60.96,47.7,Male,28517.18
Dahod,Gujarat,Manufacturing,Rural,147.2,45.72,98.95,76.7,75.5,Female,33683.4
Shahjahanpur,Uttar Pradesh,LifeStyle,Rural,141.9,57.96,81.79,69.03,63.97,Male,41594.6
Idukki,Kerala,Food,Urban,166.8,67.73,83.8,72.03,73.94,Female,38777.37
Sheohar,Bihar,Medical,Urban,102.9,66.79,99.75,86.74,64.39,Male,29411.71
Ramban,Jammu Kashmir,Agriculture,Rural,166.1,116.11,84.73,72.06,35.65,Female,79547.24
Cuddalore,Tamil Nadu,IT and Security,Rural,32.9,77.46,98.26,91.12,45.36,Male,42010.64
Aurangabad,Bihar,LifeStyle,Rural,132.4,50.83,92.39,83.64,52.42,Female,17829.85
Aurangabad,Maharashtra,Agriculture,Urban,139.4,103.46,87.66,88.1,60.42,Male,86106.34
North 24 Parganas,West Bengal,Services,Rural,57.7,100.66,75.85,80.72,55.67,Male,70757.7
Paschim Bardhaman,West Bengal,IT and Security,Rural,82.3,69.75,92.72,94.51,39.47,Female,5000.0
Debagarh,Odisha,Medical,Rural,11.7,52.05,71.84,94.0,53.35,Male,26503.62
Khairthal Tijara,Rajasthan,IT and Security,Urban,10.4,87.02,91.78,89.01,77.58,Male,30417.54
Mamit,Mizoram,Agriculture,Urban,59.1,60.45,77.87,76.75,66.34,Female,16494.67
Palghar,Maharashtra,IT and Security,Urban,26.3,67.35,82.75,66.42,43.61,Female,39064.76
Satna,Madhya Pradesh,IT and Security,Rural,99.9,65.29,70.48,62.57,75.17,Male,50633.17
Jodhpur,Rajasthan,Construction,Urban,70.8,78.51,99.49,67.06,65.69,Male,37034.55
Ajmer,Rajasthan,Medical,Rural,24.1,68.66,80.78,90.46,44.7,Male,29983.02
South Andaman,Andaman Nicobar,Services,Rural,144.8,79.5,96.69,84.71,35.57,Male,58352.18
Amethi,Uttar Pradesh,Food,Rural,141.2,67.48,97.64,72.52,57.3,Female,26631.88
Chamoli,Uttarakhand,Services,Rural,97.6,77.81,80.44,73.89,49.5,Male,5000.0
South West Delhi,Delhi,LifeStyle,Urban,34.2,91.41,87.57,69.47,72.32,Female,51481.42
Dhemaji,Assam,IT and Security,Urban,194.2,98.06,79.21,85.56,55.86,Female,59495.74
Mahasamund,Chhattisgarh,Agriculture,Urban,27.8,73.57,72.45,61.64,40.91,Female,31138.58
Chirang,Assam,Food,Rural,64.4,73.68,93.0,72.23,47.59,Female,23061.36
Jehanabad,Bihar,LifeStyle,Urban,25.3,76.07,72.79,78.58,56.77,Female,42908.43
Balasore,Odisha,Services,Rural,87.6,122.18,82.34,60.99,55.25,Male,61597.67
Nayagarh,Odisha,Construction,Rural,46.8,60.74,80.89,78.9,42.99,Male,5000.0
Shopian,Jammu Kashmir,Agriculture,Urban,64.8,115.21,76.47,79.45,58.99,Male,32970.07
Shimla,Himachal Pradesh,Manufacturing,Rural,154.4,28.18,99.93,90.6,42.72,Female,39465.67
Ludhiana,Punjab,Services,Rural,197.5,63.07,98.48,66.51,37.12,Male,22265.76
Jaunpur,Uttar Pradesh,Manufacturing,Rural,14.0,112.07,91.13,66.05,78.62,Male,83542.86
Rudraprayag,Uttarakhand,Manufacturing,Rural,99.2,68.62,96.59,93.21,37.23,Male,29990.7
Haveri,Karnataka,LifeStyle,Urban,64.4,33.18,79.68,77.94,61.37,Male,26001.66
Biswanath,Assam,IT and Security,Rural,39.2,74.68,75.61,67.89,55.41,Male,28453.01
Udhampur,Jammu Kashmir,Construction,Rural,108.7,75.79,74.8,62.72,40.44,Female,39379.28
Saitual,Mizoram,LifeStyle,Rural,197.1,94.01,78.15,69.35,60.73,Male,37438.19
Hassan,Karnataka,Medical,Urban,141.7,47.18,84.87,78.14,48.78,Female,51755.73
Morena,Madhya Pradesh,IT and Security,Rural,34.3,86.38,86.28,69.1,60.33,Female,50741.95
Nayagarh,Odisha,Construction,Rural,46.8,60.74,80.89,78.9,42.99,Male,56020.33
Ambedkar Nagar,Uttar Pradesh,Services,Rural,138.3,51.67,94.85,90.64,78.69,Male,18699.27
Anuppur,Madhya Pradesh,Agriculture,Rural,93.3,71.46,71.59,62.69,45.03,Male,11307.47
Pune,Maharashtra,Medical,Rural,29.7,81.87,80.05,94.85,69.73,Female,50930.1
Durg,Chhattisgarh,Construction,Rural,97.1,100.1,75.21,63.77,36.23,Male,5000.0
Kondagaon,Chhattisgarh,LifeStyle,Urban,65.4,77.45,81.33,65.03,62.09,Male,34057.79
Bikaner,Rajasthan,Food,Rural,68.3,46.99,79.87,91.03,53.11,Female,36138.92
East Jaintia Hills,Meghalaya,Construction,Urban,20.7,92.12,94.42,88.53,58.3,Female,27627.67
Yamunanagar,Haryana,IT and Security,Rural,74.7,72.22,85.4,93.23,73.4,Male,37369.69
Mancherial,Telangana,Food,Rural,187.9,70.51,99.35,90.29,67.34,Male,24685.62
Tehri,Uttarakhand,Agriculture,Rural,111.0,99.49,71.51,64.83,56.25,Female,40539.19
Chumukedima,Nagaland,IT and Security,Urban,167.5,67.07,83.17,67.63,44.98,Male,11959.53
Bharuch,Gujarat,Construction,Rural,40.6,100.27,70.45,72.65,47.87,Male,34305.78
Palamu,Jharkhand,IT and Security,Rural,93.6,99.22,89.57,91.95,94.3,Male,40145.48
Deoghar,Jharkhand,Services,Rural,144.3,79.56,71.69,87.97,59.3,Male,40582.34
Yadgir,Karnataka,Services,Rural,156.6,63.43,99.92,63.43,52.54,Male,15513.93
Buldhana,Maharashtra,Construction,Urban,191.5,72.71,88.54,74.49,52.56,Female,5000.0
Jalaun,Uttar Pradesh,Construction,Rural,191.2,57.33,89.91,92.75,67.4,Male,35576.67
Chandrapur,Maharashtra,Construction,Rural,114.4,72.81,85.92,94.04,62.0,Female,42334.29
Mahabubabad,Telangana,Food,Rural,43.7,71.83,95.4,69.5,41.91,Female,36905.49
Jodhpur,Rajasthan,Construction,Urban,70.8,78.51,99.49,67.06,65.69,Male,45885.67
Amethi,Uttar Pradesh,Food,Rural,141.2,67.48,97.64,72.52,57.3,Female,31286.0
Jayashankar,Telangana,LifeStyle,Rural,124.5,100.6,75.47,81.71,44.66,Female,68071.01
Alluri Sitarama Raju,Andhra Pradesh,LifeStyle,Rural,126.4,72.31,72.47,64.72,56.23,Female,34096.44
Guntur,Andhra Pradesh,Agriculture,Rural,172.6,89.86,84.94,74.3,51.3,Male,21365.26
Kadapa,Andhra Pradesh,Food,Rural,50.9,93.87,87.59,75.62,35.3,Female,64295.72
Dhar,Madhya Pradesh,Manufacturing,Rural,16.1,67.85,70.02,75.26,49.51,Male,60827.94
Khowai,Tripura,LifeStyle,Urban,106.5,93.6,74.45,82.93,37.72,Male,34924.06
Jagtial,Telangana,Services,Urban,42.3,81.76,74.29,88.2,49.75,Female,45030.47
Tiruvallur,Tamil Nadu,Medical,Rural,92.7,74.42,76.23,69.84,35.17,Male,34289.84
Bongaigaon,Assam,IT and Security,Rural,150.6,84.06,83.78,81.62,77.51,Male,38921.85
Moga,Punjab,Manufacturing,Urban,43.0,98.77,78.28,64.92,73.91,Male,37785.77
Fazilka,Punjab,IT and Security,Rural,16.7,76.99,72.71,89.08,7.6,Male,38409.35
Jaipur Rural,Rajasthan,Agriculture,Urban,93.4,38.21,73.11,69.21,42.01,Female,32609.21
Varanasi,Uttar Pradesh,IT and Security,Rural,185.9,82.19,81.03,80.23,43.82,Female,32634.56
Sakti,Chhattisgarh,Construction,Urban,73.7,76.34,97.23,76.33,43.07,Male,53014.7
Ambala,Haryana,Construction,Rural,124.4,60.49,71.31,70.21,66.29,Female,21992.66
Kokrajhar,Assam,Medical,Urban,93.5,93.52,72.12,80.4,42.81,Female,40940.61
Dhar,Madhya Pradesh,Manufacturing,Rural,16.1,67.85,70.02,75.26,49.51,Female,43356.81
Idukki,Kerala,Food,Urban,166.8,67.73,83.8,72.03,73.94,Female,28074.53
Bandipora,Jammu Kashmir,Food,Rural,174.6,67.03,77.56,60.05,30.59,Male,27803.42
Khairthal Tijara,Rajasthan,IT and Security,Urban,10.4,87.02,91.78,89.01,77.58,Female,34806.43
Dindori,Madhya Pradesh,Manufacturing,Urban,86.8,90.99,84.48,82.15,61.06,Female,31744.44
Gondia,Maharashtra,Medical,Rural,125.6,28.1,88.33,63.47,24.95,Female,10932.18
Kondagaon,Chhattisgarh,LifeStyle,Urban,65.4,77.45,81.33,65.03,62.09,Female,39085.37
Krishna,Andhra Pradesh,Manufacturing,Urban,130.9,85.15,85.88,86.95,68.14,Male,53204.01
Sitamarhi,Bihar,Manufacturing,Urban,125.8,81.8,80.14,62.79,63.06,Female,26078.42
Chikkamagaluru,Karnataka,Medical,Urban,184.0,92.44,71.49,61.12,51.99,Female,23617.29
Moradabad,Uttar Pradesh,Construction,Rural,134.0,87.96,98.54,60.52,32.36,Male,28319.93
Chhota Udaipur,Gujarat,LifeStyle,Rural,181.9,67.07,83.66,81.24,59.03,Male,42104.93
Raichur,Karnataka,Agriculture,Rural,114.8,84.58,74.48,85.95,30.7,Male,24001.12
Gopalganj,Bihar,Construction,Rural,76.7,61.75,75.72,64.23,60.11,Male,49919.18
Khargone,Madhya Pradesh,Agriculture,Urban,139.9,98.99,79.51,64.13,38.91,Female,53373.73
East Delhi,Delhi,Food,Urban,111.4,93.78,79.9,80.5,34.81,Male,32992.05
Prakasam,Andhra Pradesh,Agriculture,Rural,168.2,67.47,78.11,86.9,41.38,Male,39777.41
Solan,Himachal Pradesh,Construction,Rural,9.1,93.67,97.95,84.58,65.79,Male,13118.98
Amethi,Uttar Pradesh,Food,Rural,141.2,67.48,97.64,72.52,57.3,Male,26226.23
Krishnagiri,Tamil Nadu,Manufacturing,Urban,63.3,52.66,98.3,70.53,43.86,Male,36423.56
Saran,Bihar,Medical,Urban,110.1,60.48,93.74,94.19,50.56,Male,35230.79
Aizawl,Mizoram,Construction,Urban,172.9,70.35,81.33,92.03,57.87,Female,27764.91
Visakhapatnam,Andhra Pradesh,IT and Security,Rural,71.6,112.81,82.63,72.51,61.38,Male,55702.86
Bidar,Karnataka,Medical,Rural,111.8,93.13,77.49,78.96,53.94,Female,53777.06
Ramgarh,Jharkhand,Manufacturing,Urban,45.5,65.22,71.49,67.88,23.01,Male,30488.85
Visakhapatnam,Andhra Pradesh,IT and Security,Rural,71.6,112.81,82.63,72.51,61.38,Female,56281.48
Kanker,Chhattisgarh,Agriculture,Urban,8.9,63.01,74.58,62.97,69.62,Female,39866.33
Niwari,Madhya Pradesh,Services,Rural,81.9,116.26,80.58,84.15,51.98,Male,42564.72
Kanpur Dehat,Uttar Pradesh,Manufacturing,Urban,13.7,77.29,89.19,63.78,67.76,Female,11681.41
Chittoor,Andhra Pradesh,IT and Security,Urban,130.5,90.61,79.28,88.02,49.16,Female,5000.0
Wardha,Maharashtra,Manufacturing,Urban,77.9,44.42,83.27,85.16,52.96,Female,34475.62
Salem,Tamil Nadu,LifeStyle,Urban,153.5,63.29,73.82,79.85,48.49,Male,22034.74
Manendragarh,Chhattisgarh,Medical,Urban,107.1,67.65,86.17,69.16,52.33,Male,40294.23
Chandrapur,Maharashtra,Construction,Rural,114.4,72.81,85.92,94.04,62.0,Male,31889.6
Indore,Madhya Pradesh,Agriculture,Urban,186.9,90.74,84.54,73.61,64.86,Female,42709.26
Chennai,Tamil Nadu,Manufacturing,Rural,94.1,97.28,84.75,94.61,68.95,Male,54447.37
Solapur,Maharashtra,Services,Rural,118.2,43.48,74.75,77.63,48.47,Male,27684.2
Jayashankar,Telangana,LifeStyle,Rural,124.5,100.6,75.47,81.71,44.66,Female,58743.12
Longleng,Nagaland,Manufacturing,Urban,18.2,100.05,82.99,93.22,45.74,Female,59868.23
Dhubri,Assam,Agriculture,Urban,196.8,79.14,89.93,65.86,84.42,Male,32066.3
Yadadri Bhuvanagiri,Telangana,Medical,Rural,58.5,76.52,78.39,66.43,65.95,Female,52435.88
Burhanpur,Madhya Pradesh,LifeStyle,Urban,67.7,75.18,96.91,61.14,59.75,Male,17943.49
Churachandpur,Manipur,Medical,Urban,144.1,97.95,75.23,71.73,48.68,Male,27536.47
Balaghat,Madhya Pradesh,Agriculture,Rural,20.6,86.73,72.1,65.76,32.12,Female,38646.78
Rajkot,Gujarat,Manufacturing,Urban,148.4,90.3,99.59,68.77,68.51,Female,27916.2
East Kameng,Arunachal Pradesh,Agriculture,Urban,190.9,61.74,98.01,83.93,50.44,Male,35507.82
Lohit,Arunachal Pradesh,Services,Rural,107.2,64.57,91.88,72.78,27.75,Male,7127.23
Etawah,Uttar Pradesh,Food,Rural,188.9,56.75,78.26,84.2,45.83,Male,18786.32
Morigaon,Assam,Services,Rural,21.1,74.14,98.29,70.51,49.19,Female,32438.5
Balasore,Odisha,Services,Rural,87.6,122.18,82.34,60.99,55.25,Female,42581.91
Doda,Jammu Kashmir,Services,Urban,94.3,70.84,91.24,67.99,51.57,Male,32506.19
Sangrur,Punjab,Medical,Rural,184.7,95.41,96.15,72.37,62.16,Female,28877.22
Kondagaon,Chhattisgarh,LifeStyle,Urban,65.4,77.45,81.33,65.03,62.09,Male,13345.51
Seoni,Madhya Pradesh,Construction,Rural,162.5,125.99,93.95,70.82,39.01,Male,43876.22
Karbi Anglong,Assam,Medical,Rural,164.9,79.87,96.05,62.89,39.57,Female,41519.78
Mathura,Uttar Pradesh,Medical,Urban,120.8,50.12,89.04,90.07,56.16,Female,37620.22
Jaipur Rural,Rajasthan,Agriculture,Urban,93.4,38.21,73.11,69.21,42.01,Male,27864.38
Seraikela Kharsawan,Jharkhand,IT and Security,Rural,162.0,92.85,83.02,83.77,57.96,Male,5609.85
Jalpaiguri,West Bengal,LifeStyle,Rural,31.8,87.59,88.9,91.38,43.8,Male,58625.7
Fatehpur,Uttar Pradesh,Agriculture,Rural,103.0,84.33,89.25,66.34,47.49,Male,58038.01
Poonch,Jammu Kashmir,Services,Rural,148.1,86.43,71.14,77.57,51.73,Female,22597.85
Udham Singh Nagar,Uttarakhand,LifeStyle,Rural,77.9,62.21,76.19,84.33,34.16,Female,18594.82
Sheikhpura,Bihar,Medical,Rural,157.5,60.55,98.4,87.89,41.01,Female,35657.37
Belgaum,Karnataka,LifeStyle,Rural,7.2,42.58,96.54,61.98,47.7,Female,17057.67
Bharuch,Gujarat,Construction,Rural,40.6,100.27,70.45,72.65,47.87,Female,34769.69
Nayagarh,Odisha,Construction,Rural,46.8,60.74,80.89,78.9,42.99,Female,47424.95
Didwana Kuchaman,Rajasthan,Medical,Rural,136.6,55.97,90.96,80.97,85.22,Male,36543.18
Gorakhpur,Uttar Pradesh,LifeStyle,Rural,83.9,107.98,83.82,76.6,58.42,Female,68675.87
Khargone,Madhya Pradesh,Agriculture,Urban,139.9,98.99,79.51,64.13,38.91,Male,52645.77
Kurung Kumey,Arunachal Pradesh,Food,Rural,181.5,87.98,71.34,71.93,55.66,Female,12246.72
Balod,Chhattisgarh,IT and Security,Urban,108.4,71.73,96.79,77.44,55.61,Male,30158.72
South Garo Hills,Meghalaya,IT and Security,Rural,21.2,88.91,94.59,61.25,51.44,Female,34592.61
Tonk,Rajasthan,Medical,Urban,104.2,78.91,91.41,67.7,61.89,Female,70799.43
Khargone,Madhya Pradesh,Agriculture,Urban,139.9,98.99,79.51,64.13,38.91,Male,78299.99
Koppal,Karnataka,IT and Security,Rural,156.9,76.45,91.45,68.71,49.16,Male,57091.16
Mandi,Himachal Pradesh,Construction,Urban,92.5,97.29,76.75,62.02,31.15,Male,48178.2
Mon,Nagaland,Agriculture,Rural,165.7,73.53,98.13,67.07,63.22,Female,40763.25
Jind,Haryana,IT and Security,Rural,179.2,94.02,99.43,63.61,42.82,Female,29724.04
Udalguri,Assam,Services,Urban,116.3,55.46,85.86,94.74,52.74,Female,36676.33
Cuttack,Odisha,Medical,Rural,172.9,98.35,93.26,74.22,69.63,Female,41375.57
Moradabad,Uttar Pradesh,Construction,Rural,134.0,87.96,98.54,60.52,32.36,Female,43177.77
Godda,Jharkhand,Medical,Urban,133.6,67.9,81.9,60.79,65.38,Male,18629.47
Diu,Dadra Nagar Haveli and Daman and Diu,Services,Urban,104.7,87.29,94.56,76.35,31.32,Female,15384.15
Kangpokpi,Manipur,Agriculture,Urban,144.9,61.77,99.94,65.39,74.28,Male,40341.97
Alluri Sitarama Raju,Andhra Pradesh,LifeStyle,Rural,126.4,72.31,72.47,64.72,56.23,Female,22801.64
Dewas,Madhya Pradesh,Food,Urban,176.7,87.94,96.3,84.6,37.56,Female,20474.78
Nagaon,Assam,Manufacturing,Rural,120.6,76.19,87.95,89.55,61.5,Male,35210.94
Shahdol,Madhya Pradesh,Services,Rural,177.2,88.14,74.25,92.68,56.14,Male,36911.05
Ariyalur,Tamil Nadu,Manufacturing,Rural,77.9,79.49,94.76,72.23,42.09,Male,48657.37
Mairang,Meghalaya,Medical,Rural,18.6,70.37,99.53,72.13,62.18,Male,79230.9
Purnia,Bihar,Agriculture,Rural,27.1,69.32,73.37,73.5,57.85,Male,23736.2
Botad,Gujarat,Construction,Urban,32.1,96.69,80.27,88.9,34.08,Female,70510.95
